date,source,sessions,users
2024-10-20,Organic Search,17,14
2024-10-20,Direct,9,8
2024-10-20,Social (Instagram),7,6
2024-10-20,Referral (Planity),5,4
2024-10-21,Organic Search,12,10
2024-10-21,Direct,6,5
2024-10-21,Social (Instagram),4,3
2024-10-21,Referral (Planity),4,4
2024-10-22,Organic Search,27,22
2024-10-22,Direct,12,9
2024-10-22,Social (Instagram),8,6
2024-10-22,Referral (Planity),7,6
2024-10-23,Organic Search,21,19
2024-10-23,Direct,11,8
2024-10-23,Social (Instagram),7,6
2024-10-23,Referral (Planity),6,5
2024-10-24,Organic Search,20,17
2024-10-24,Direct,10,8
2024-10-24,Social (Instagram),8,7
2024-10-24,Referral (Planity),5,4
2024-10-25,Organic Search,16,12
2024-10-25,Direct,11,10
2024-10-25,Social (Instagram),6,5
2024-10-25,Referral (Planity),4,3
2024-10-26,Organic Search,10,8
2024-10-26,Direct,6,5
2024-10-26,Social (Instagram),3,3
2024-10-26,Referral (Planity),1,1
2024-10-27,Organic Search,19,16
2024-10-27,Direct,11,8
2024-10-27,Social (Instagram),8,6
2024-10-27,Referral (Planity),5,4
2024-10-28,Organic Search,17,14
2024-10-28,Direct,12,10
2024-10-28,Social (Instagram),8,7
2024-10-28,Referral (Planity),6,5
2024-10-29,Organic Search,24,19
2024-10-29,Direct,15,12
2024-10-29,Social (Instagram),11,9
2024-10-29,Referral (Planity),7,6
2024-10-30,Organic Search,18,15
2024-10-30,Direct,10,8
2024-10-30,Social (Instagram),6,5
2024-10-30,Referral (Planity),5,4
2024-10-31,Organic Search,21,19
2024-10-31,Direct,13,10
2024-10-31,Social (Instagram),8,7
2024-10-31,Referral (Planity),6,5
2024-11-01,Organic Search,19,16
2024-11-01,Direct,10,8
2024-11-01,Social (Instagram),8,7
2024-11-01,Referral (Planity),5,4
2024-11-02,Organic Search,15,12
2024-11-02,Direct,9,8
2024-11-02,Social (Instagram),7,6
2024-11-02,Referral (Planity),4,3
2024-11-03,Organic Search,8,7
2024-11-03,Direct,6,5
2024-11-03,Social (Instagram),4,4
2024-11-03,Referral (Planity),2,2
2024-11-04,Organic Search,16,13
2024-11-04,Direct,11,9
2024-11-04,Social (Instagram),6,5
2024-11-04,Referral (Planity),5,4
2024-11-05,Organic Search,15,11
2024-11-05,Direct,9,7
2024-11-05,Social (Instagram),7,5
2024-11-05,Referral (Planity),4,3
2024-11-06,Organic Search,15,12
2024-11-06,Direct,8,7
2024-11-06,Social (Instagram),5,4
2024-11-06,Referral (Planity),4,3
2024-11-07,Organic Search,21,18
2024-11-07,Direct,13,10
2024-11-07,Social (Instagram),12,10
2024-11-07,Referral (Planity),6,5
2024-11-08,Organic Search,20,18
2024-11-08,Direct,9,7
2024-11-08,Social (Instagram),8,6
2024-11-08,Referral (Planity),4,3
2024-11-09,Organic Search,14,12
2024-11-09,Direct,8,7
2024-11-09,Social (Instagram),6,5
2024-11-09,Referral (Planity),5,4
2024-11-10,Organic Search,9,7
2024-11-10,Direct,5,4
2024-11-10,Social (Instagram),4,4
2024-11-10,Referral (Planity),2,2
2024-11-11,Organic Search,17,15
2024-11-11,Direct,7,6
2024-11-11,Social (Instagram),6,5
2024-11-11,Referral (Planity),4,3
2024-11-12,Organic Search,18,16
2024-11-12,Direct,10,9
2024-11-12,Social (Instagram),6,5
2024-11-12,Referral (Planity),5,4
2024-11-13,Organic Search,19,17
2024-11-13,Direct,13,10
2024-11-13,Social (Instagram),7,6
2024-11-13,Referral (Planity),7,5
2024-11-14,Organic Search,21,17
2024-11-14,Direct,11,10
2024-11-14,Social (Instagram),8,6
2024-11-14,Referral (Planity),5,4
2024-11-15,Organic Search,20,15
2024-11-15,Direct,12,10
2024-11-15,Social (Instagram),8,7
2024-11-15,Referral (Planity),6,5
2024-11-16,Organic Search,17,14
2024-11-16,Direct,10,8
2024-11-16,Social (Instagram),6,5
2024-11-16,Referral (Planity),4,3
2024-11-17,Organic Search,12,11
2024-11-17,Direct,6,5
2024-11-17,Social (Instagram),6,5
2024-11-17,Referral (Planity),3,3
2024-11-18,Organic Search,14,11
2024-11-18,Direct,7,5
2024-11-18,Social (Instagram),5,4
2024-11-18,Referral (Planity),4,3
2024-11-19,Organic Search,15,13
2024-11-19,Direct,8,7
2024-11-19,Social (Instagram),6,5
2024-11-19,Referral (Planity),5,4
2024-11-20,Organic Search,25,21
2024-11-20,Direct,18,16
2024-11-20,Social (Instagram),11,10
2024-11-20,Referral (Planity),4,3
2024-11-21,Organic Search,20,15
2024-11-21,Direct,14,11
2024-11-21,Social (Instagram),9,7
2024-11-21,Referral (Planity),5,4
2024-11-22,Organic Search,17,13
2024-11-22,Direct,9,7
2024-11-22,Social (Instagram),6,5
2024-11-22,Referral (Planity),3,2
2024-11-23,Organic Search,7,6
2024-11-23,Direct,4,3
2024-11-23,Social (Instagram),2,2
2024-11-23,Referral (Planity),2,2
2024-11-24,Organic Search,9,7
2024-11-24,Direct,5,4
2024-11-24,Social (Instagram),3,3
2024-11-24,Referral (Planity),3,3
2024-11-25,Organic Search,28,21
2024-11-25,Direct,18,14
2024-11-25,Social (Instagram),10,9
2024-11-25,Referral (Planity),9,8
2024-11-26,Organic Search,30,27
2024-11-26,Direct,19,17
2024-11-26,Social (Instagram),13,12
2024-11-26,Referral (Planity),10,8
2024-11-27,Organic Search,15,13
2024-11-27,Direct,9,8
2024-11-27,Social (Instagram),6,5
2024-11-27,Referral (Planity),5,4
2024-11-28,Organic Search,19,16
2024-11-28,Direct,9,7
2024-11-28,Social (Instagram),9,7
2024-11-28,Referral (Planity),6,5
2024-11-29,Organic Search,20,15
2024-11-29,Direct,13,11
2024-11-29,Social (Instagram),8,7
2024-11-29,Referral (Planity),5,4
2024-11-30,Organic Search,13,10
2024-11-30,Direct,8,6
2024-11-30,Social (Instagram),7,6
2024-11-30,Referral (Planity),4,3
2024-12-01,Organic Search,9,8
2024-12-01,Direct,5,4
2024-12-01,Social (Instagram),4,4
2024-12-01,Referral (Planity),2,2
2024-12-02,Organic Search,22,18
2024-12-02,Direct,12,9
2024-12-02,Social (Instagram),8,7
2024-12-02,Referral (Planity),6,5
2024-12-03,Organic Search,23,18
2024-12-03,Direct,12,9
2024-12-03,Social (Instagram),10,8
2024-12-03,Referral (Planity),6,5
2024-12-04,Organic Search,22,18
2024-12-04,Direct,12,9
2024-12-04,Social (Instagram),9,7
2024-12-04,Referral (Planity),5,4
2024-12-05,Organic Search,19,16
2024-12-05,Direct,12,9
2024-12-05,Social (Instagram),8,6
2024-12-05,Referral (Planity),5,4
2024-12-06,Organic Search,20,15
2024-12-06,Direct,12,10
2024-12-06,Social (Instagram),7,6
2024-12-06,Referral (Planity),4,4
2024-12-07,Organic Search,20,17
2024-12-07,Direct,9,7
2024-12-07,Social (Instagram),9,8
2024-12-07,Referral (Planity),5,4
2024-12-08,Organic Search,13,11
2024-12-08,Direct,7,6
2024-12-08,Social (Instagram),5,4
2024-12-08,Referral (Planity),3,3
2024-12-09,Organic Search,17,14
2024-12-09,Direct,7,6
2024-12-09,Social (Instagram),5,4
2024-12-09,Referral (Planity),5,4
2024-12-10,Organic Search,13,11
2024-12-10,Direct,6,5
2024-12-10,Social (Instagram),5,4
2024-12-10,Referral (Planity),3,2
2024-12-11,Organic Search,19,17
2024-12-11,Direct,12,11
2024-12-11,Social (Instagram),8,7
2024-12-11,Referral (Planity),6,5
2024-12-12,Organic Search,22,19
2024-12-12,Direct,11,9
2024-12-12,Social (Instagram),6,5
2024-12-12,Referral (Planity),6,5
2024-12-13,Organic Search,29,24
2024-12-13,Direct,15,13
2024-12-13,Social (Instagram),11,9
2024-12-13,Referral (Planity),7,6
2024-12-14,Organic Search,12,11
2024-12-14,Direct,7,6
2024-12-14,Social (Instagram),5,4
2024-12-14,Referral (Planity),3,3
2024-12-15,Organic Search,7,6
2024-12-15,Direct,3,2
2024-12-15,Social (Instagram),2,2
2024-12-15,Referral (Planity),2,2
2024-12-16,Organic Search,18,14
2024-12-16,Direct,9,7
2024-12-16,Social (Instagram),6,5
2024-12-16,Referral (Planity),5,4
2024-12-17,Organic Search,14,12
2024-12-17,Direct,8,7
2024-12-17,Social (Instagram),6,5
2024-12-17,Referral (Planity),5,4
2024-12-18,Organic Search,27,20
2024-12-18,Direct,16,14
2024-12-18,Social (Instagram),9,7
2024-12-18,Referral (Planity),6,5
2024-12-19,Organic Search,12,10
2024-12-19,Direct,5,4
2024-12-19,Social (Instagram),4,3
2024-12-19,Referral (Planity),3,2
2024-12-20,Organic Search,14,11
2024-12-20,Direct,7,6
2024-12-20,Social (Instagram),6,5
2024-12-20,Referral (Planity),4,3
2024-12-21,Organic Search,5,4
2024-12-21,Direct,3,3
2024-12-21,Social (Instagram),2,2
2024-12-21,Referral (Planity),1,1
2024-12-22,Organic Search,10,8
2024-12-22,Direct,5,4
2024-12-22,Social (Instagram),3,2
2024-12-22,Referral (Planity),2,2
2024-12-23,Organic Search,12,10
2024-12-23,Direct,6,5
2024-12-23,Social (Instagram),4,3
2024-12-23,Referral (Planity),4,3
2024-12-24,Organic Search,22,18
2024-12-24,Direct,13,11
2024-12-24,Social (Instagram),9,8
2024-12-24,Referral (Planity),6,5
2024-12-25,Organic Search,16,13
2024-12-25,Direct,10,8
2024-12-25,Social (Instagram),8,7
2024-12-25,Referral (Planity),5,4
2024-12-26,Organic Search,20,18
2024-12-26,Direct,10,8
2024-12-26,Social (Instagram),9,7
2024-12-26,Referral (Planity),6,5
2024-12-27,Organic Search,14,11
2024-12-27,Direct,7,6
2024-12-27,Social (Instagram),7,5
2024-12-27,Referral (Planity),2,2
2024-12-28,Organic Search,11,9
2024-12-28,Direct,6,5
2024-12-28,Social (Instagram),5,4
2024-12-28,Referral (Planity),2,2
2024-12-29,Organic Search,16,12
2024-12-29,Direct,9,7
2024-12-29,Social (Instagram),6,5
2024-12-29,Referral (Planity),3,2
2024-12-30,Organic Search,10,9
2024-12-30,Direct,6,5
2024-12-30,Social (Instagram),5,4
2024-12-30,Referral (Planity),3,2
2024-12-31,Organic Search,18,15
2024-12-31,Direct,8,7
2024-12-31,Social (Instagram),6,5
2024-12-31,Referral (Planity),3,3
2025-01-01,Organic Search,22,17
2025-01-01,Direct,15,11
2025-01-01,Social (Instagram),9,8
2025-01-01,Referral (Planity),6,5
2025-01-02,Organic Search,19,16
2025-01-02,Direct,8,7
2025-01-02,Social (Instagram),6,5
2025-01-02,Referral (Planity),4,3
2025-01-03,Organic Search,18,16
2025-01-03,Direct,8,6
2025-01-03,Social (Instagram),9,8
2025-01-03,Referral (Planity),4,3
2025-01-04,Organic Search,21,17
2025-01-04,Direct,11,10
2025-01-04,Social (Instagram),9,7
2025-01-04,Referral (Planity),6,5
2025-01-05,Organic Search,8,6
2025-01-05,Direct,4,3
2025-01-05,Social (Instagram),3,2
2025-01-05,Referral (Planity),2,2
2025-01-06,Organic Search,12,9
2025-01-06,Direct,8,6
2025-01-06,Social (Instagram),4,4
2025-01-06,Referral (Planity),3,2
2025-01-07,Organic Search,19,16
2025-01-07,Direct,7,6
2025-01-07,Social (Instagram),7,5
2025-01-07,Referral (Planity),3,3
2025-01-08,Organic Search,28,22
2025-01-08,Direct,15,12
2025-01-08,Social (Instagram),11,9
2025-01-08,Referral (Planity),7,5
2025-01-09,Organic Search,24,19
2025-01-09,Direct,13,11
2025-01-09,Social (Instagram),9,7
2025-01-09,Referral (Planity),4,4
2025-01-10,Organic Search,24,21
2025-01-10,Direct,10,9
2025-01-10,Social (Instagram),9,8
2025-01-10,Referral (Planity),6,5
2025-01-11,Organic Search,14,11
2025-01-11,Direct,7,6
2025-01-11,Social (Instagram),7,5
2025-01-11,Referral (Planity),3,2
2025-01-12,Organic Search,10,8
2025-01-12,Direct,5,4
2025-01-12,Social (Instagram),4,4
2025-01-12,Referral (Planity),2,2
2025-01-13,Organic Search,15,13
2025-01-13,Direct,9,7
2025-01-13,Social (Instagram),7,6
2025-01-13,Referral (Planity),5,4
2025-01-14,Organic Search,16,13
2025-01-14,Direct,8,7
2025-01-14,Social (Instagram),5,4
2025-01-14,Referral (Planity),4,3
2025-01-15,Organic Search,20,16
2025-01-15,Direct,9,8
2025-01-15,Social (Instagram),7,6
2025-01-15,Referral (Planity),6,5
2025-01-16,Organic Search,23,20
2025-01-16,Direct,13,11
2025-01-16,Social (Instagram),12,10
2025-01-16,Referral (Planity),8,7
2025-01-17,Organic Search,19,17
2025-01-17,Direct,9,8
2025-01-17,Social (Instagram),5,4
2025-01-17,Referral (Planity),4,3
2025-01-18,Organic Search,14,12
2025-01-18,Direct,7,6
2025-01-18,Social (Instagram),6,5
2025-01-18,Referral (Planity),3,3
2025-01-19,Organic Search,11,9
2025-01-19,Direct,6,5
2025-01-19,Social (Instagram),4,4
2025-01-19,Referral (Planity),3,3
2025-01-20,Organic Search,15,13
2025-01-20,Direct,9,7
2025-01-20,Social (Instagram),5,4
2025-01-20,Referral (Planity),4,3
2025-01-21,Organic Search,16,14
2025-01-21,Direct,9,8
2025-01-21,Social (Instagram),7,5
2025-01-21,Referral (Planity),3,2
2025-01-22,Organic Search,32,24
2025-01-22,Direct,21,18
2025-01-22,Social (Instagram),11,9
2025-01-22,Referral (Planity),7,6
2025-01-23,Organic Search,17,14
2025-01-23,Direct,8,6
2025-01-23,Social (Instagram),5,4
2025-01-23,Referral (Planity),4,3
2025-01-24,Organic Search,12,9
2025-01-24,Direct,8,6
2025-01-24,Social (Instagram),5,4
2025-01-24,Referral (Planity),4,3
2025-01-25,Organic Search,13,11
2025-01-25,Direct,8,6
2025-01-25,Social (Instagram),6,5
2025-01-25,Referral (Planity),4,3
2025-01-26,Organic Search,11,9
2025-01-26,Direct,7,5
2025-01-26,Social (Instagram),4,3
2025-01-26,Referral (Planity),3,2
2025-01-27,Organic Search,21,17
2025-01-27,Direct,11,9
2025-01-27,Social (Instagram),9,7
2025-01-27,Referral (Planity),5,4
2025-01-28,Organic Search,17,13
2025-01-28,Direct,7,6
2025-01-28,Social (Instagram),8,7
2025-01-28,Referral (Planity),5,4
2025-01-29,Organic Search,13,11
2025-01-29,Direct,6,5
2025-01-29,Social (Instagram),5,4
2025-01-29,Referral (Planity),3,2
2025-01-30,Organic Search,19,16
2025-01-30,Direct,9,7
2025-01-30,Social (Instagram),6,5
2025-01-30,Referral (Planity),4,3
2025-01-31,Organic Search,22,19
2025-01-31,Direct,11,10
2025-01-31,Social (Instagram),9,7
2025-01-31,Referral (Planity),6,5
2025-02-01,Organic Search,15,13
2025-02-01,Direct,8,7
2025-02-01,Social (Instagram),6,5
2025-02-01,Referral (Planity),4,4
2025-02-02,Organic Search,14,11
2025-02-02,Direct,8,6
2025-02-02,Social (Instagram),6,5
2025-02-02,Referral (Planity),4,3
2025-02-03,Organic Search,11,9
2025-02-03,Direct,6,5
2025-02-03,Social (Instagram),5,4
2025-02-03,Referral (Planity),3,3
2025-02-04,Organic Search,16,12
2025-02-04,Direct,11,9
2025-02-04,Social (Instagram),8,7
2025-02-04,Referral (Planity),6,5
2025-02-05,Organic Search,28,24
2025-02-05,Direct,15,13
2025-02-05,Social (Instagram),13,11
2025-02-05,Referral (Planity),8,6
2025-02-06,Organic Search,21,18
2025-02-06,Direct,9,7
2025-02-06,Social (Instagram),8,6
2025-02-06,Referral (Planity),5,4
2025-02-07,Organic Search,10,8
2025-02-07,Direct,7,6
2025-02-07,Social (Instagram),4,3
2025-02-07,Referral (Planity),3,2
2025-02-08,Organic Search,13,11
2025-02-08,Direct,7,6
2025-02-08,Social (Instagram),4,3
2025-02-08,Referral (Planity),4,3
2025-02-09,Organic Search,18,14
2025-02-09,Direct,10,8
2025-02-09,Social (Instagram),6,5
2025-02-09,Referral (Planity),4,3
2025-02-10,Organic Search,26,20
2025-02-10,Direct,18,16
2025-02-10,Social (Instagram),11,9
2025-02-10,Referral (Planity),8,7
2025-02-11,Organic Search,18,15
2025-02-11,Direct,14,12
2025-02-11,Social (Instagram),8,7
2025-02-11,Referral (Planity),6,5
2025-02-12,Organic Search,24,19
2025-02-12,Direct,10,8
2025-02-12,Social (Instagram),10,9
2025-02-12,Referral (Planity),5,4
2025-02-13,Organic Search,9,7
2025-02-13,Direct,5,4
2025-02-13,Social (Instagram),4,3
2025-02-13,Referral (Planity),2,2
2025-02-14,Organic Search,13,12
2025-02-14,Direct,8,7
2025-02-14,Social (Instagram),6,5
2025-02-14,Referral (Planity),4,3
2025-02-15,Organic Search,12,9
2025-02-15,Direct,5,4
2025-02-15,Social (Instagram),4,3
2025-02-15,Referral (Planity),3,2
2025-02-16,Organic Search,7,6
2025-02-16,Direct,5,4
2025-02-16,Social (Instagram),4,3
2025-02-16,Referral (Planity),2,2
2025-02-17,Organic Search,17,13
2025-02-17,Direct,9,7
2025-02-17,Social (Instagram),6,5
2025-02-17,Referral (Planity),5,4
2025-02-18,Organic Search,21,17
2025-02-18,Direct,13,10
2025-02-18,Social (Instagram),9,7
2025-02-18,Referral (Planity),8,7
2025-02-19,Organic Search,10,8
2025-02-19,Direct,5,4
2025-02-19,Social (Instagram),4,3
2025-02-19,Referral (Planity),3,3
2025-02-20,Organic Search,17,15
2025-02-20,Direct,10,8
2025-02-20,Social (Instagram),8,6
2025-02-20,Referral (Planity),5,4
2025-02-21,Organic Search,21,18
2025-02-21,Direct,9,7
2025-02-21,Social (Instagram),8,6
2025-02-21,Referral (Planity),5,4
2025-02-22,Organic Search,9,7
2025-02-22,Direct,6,5
2025-02-22,Social (Instagram),4,3
2025-02-22,Referral (Planity),3,3
2025-02-23,Organic Search,8,7
2025-02-23,Direct,5,4
2025-02-23,Social (Instagram),4,3
2025-02-23,Referral (Planity),3,2
2025-02-24,Organic Search,24,19
2025-02-24,Direct,15,13
2025-02-24,Social (Instagram),10,8
2025-02-24,Referral (Planity),6,5
2025-02-25,Organic Search,31,25
2025-02-25,Direct,18,14
2025-02-25,Social (Instagram),10,8
2025-02-25,Referral (Planity),8,7
2025-02-26,Organic Search,20,16
2025-02-26,Direct,12,10
2025-02-26,Social (Instagram),8,6
2025-02-26,Referral (Planity),5,4
2025-02-27,Organic Search,15,12
2025-02-27,Direct,6,5
2025-02-27,Social (Instagram),5,4
2025-02-27,Referral (Planity),3,3
2025-02-28,Organic Search,17,14
2025-02-28,Direct,9,8
2025-02-28,Social (Instagram),7,6
2025-02-28,Referral (Planity),5,4
2025-03-01,Organic Search,13,11
2025-03-01,Direct,8,7
2025-03-01,Social (Instagram),5,4
2025-03-01,Referral (Planity),3,2
2025-03-02,Organic Search,8,7
2025-03-02,Direct,5,4
2025-03-02,Social (Instagram),4,3
2025-03-02,Referral (Planity),1,1
2025-03-03,Organic Search,27,23
2025-03-03,Direct,14,11
2025-03-03,Social (Instagram),10,8
2025-03-03,Referral (Planity),8,7
2025-03-04,Organic Search,29,25
2025-03-04,Direct,14,11
2025-03-04,Social (Instagram),14,12
2025-03-04,Referral (Planity),8,7
2025-03-05,Organic Search,19,17
2025-03-05,Direct,11,9
2025-03-05,Social (Instagram),10,8
2025-03-05,Referral (Planity),6,5
2025-03-06,Organic Search,10,8
2025-03-06,Direct,6,5
2025-03-06,Social (Instagram),4,3
2025-03-06,Referral (Planity),3,2
2025-03-07,Organic Search,27,20
2025-03-07,Direct,14,11
2025-03-07,Social (Instagram),8,6
2025-03-07,Referral (Planity),7,6
2025-03-08,Organic Search,12,10
2025-03-08,Direct,7,6
2025-03-08,Social (Instagram),5,4
2025-03-08,Referral (Planity),3,2
2025-03-09,Organic Search,16,13
2025-03-09,Direct,9,7
2025-03-09,Social (Instagram),6,5
2025-03-09,Referral (Planity),4,3
2025-03-10,Organic Search,20,16
2025-03-10,Direct,13,11
2025-03-10,Social (Instagram),7,6
2025-03-10,Referral (Planity),5,4
2025-03-11,Organic Search,23,18
2025-03-11,Direct,11,9
2025-03-11,Social (Instagram),9,7
2025-03-11,Referral (Planity),6,5
2025-03-12,Organic Search,19,16
2025-03-12,Direct,10,8
2025-03-12,Social (Instagram),7,6
2025-03-12,Referral (Planity),5,4
2025-03-13,Organic Search,27,23
2025-03-13,Direct,16,13
2025-03-13,Social (Instagram),12,11
2025-03-13,Referral (Planity),7,6
2025-03-14,Organic Search,21,18
2025-03-14,Direct,10,8
2025-03-14,Social (Instagram),9,8
2025-03-14,Referral (Planity),5,4
2025-03-15,Organic Search,11,8
2025-03-15,Direct,8,6
2025-03-15,Social (Instagram),6,5
2025-03-15,Referral (Planity),4,3
2025-03-16,Organic Search,16,13
2025-03-16,Direct,12,10
2025-03-16,Social (Instagram),6,5
2025-03-16,Referral (Planity),2,2
2025-03-17,Organic Search,21,17
2025-03-17,Direct,12,9
2025-03-17,Social (Instagram),9,7
2025-03-17,Referral (Planity),5,4
2025-03-18,Organic Search,15,11
2025-03-18,Direct,7,6
2025-03-18,Social (Instagram),7,6
2025-03-18,Referral (Planity),5,4
2025-03-19,Organic Search,19,14
2025-03-19,Direct,10,8
2025-03-19,Social (Instagram),7,6
2025-03-19,Referral (Planity),7,5
2025-03-20,Organic Search,32,25
2025-03-20,Direct,20,15
2025-03-20,Social (Instagram),13,11
2025-03-20,Referral (Planity),10,9
2025-03-21,Organic Search,17,14
2025-03-21,Direct,8,7
2025-03-21,Social (Instagram),7,6
2025-03-21,Referral (Planity),5,4
2025-03-22,Organic Search,14,11
2025-03-22,Direct,10,8
2025-03-22,Social (Instagram),6,5
2025-03-22,Referral (Planity),5,4
2025-03-23,Organic Search,14,12
2025-03-23,Direct,8,6
2025-03-23,Social (Instagram),7,5
2025-03-23,Referral (Planity),5,4
2025-03-24,Organic Search,16,13
2025-03-24,Direct,10,9
2025-03-24,Social (Instagram),6,5
2025-03-24,Referral (Planity),4,3
2025-03-25,Organic Search,22,17
2025-03-25,Direct,15,12
2025-03-25,Social (Instagram),8,6
2025-03-25,Referral (Planity),6,5
2025-03-26,Organic Search,28,25
2025-03-26,Direct,15,13
2025-03-26,Social (Instagram),11,10
2025-03-26,Referral (Planity),8,7
2025-03-27,Organic Search,22,18
2025-03-27,Direct,14,12
2025-03-27,Social (Instagram),8,7
2025-03-27,Referral (Planity),7,6
2025-03-28,Organic Search,9,7
2025-03-28,Direct,4,3
2025-03-28,Social (Instagram),3,3
2025-03-28,Referral (Planity),1,1
2025-03-29,Organic Search,19,15
2025-03-29,Direct,11,9
2025-03-29,Social (Instagram),7,5
2025-03-29,Referral (Planity),5,4
2025-03-30,Organic Search,14,11
2025-03-30,Direct,8,6
2025-03-30,Social (Instagram),6,5
2025-03-30,Referral (Planity),3,3
2025-03-31,Organic Search,21,18
2025-03-31,Direct,17,14
2025-03-31,Social (Instagram),10,9
2025-03-31,Referral (Planity),7,5
2025-04-01,Organic Search,22,19
2025-04-01,Direct,13,10
2025-04-01,Social (Instagram),9,7
2025-04-01,Referral (Planity),9,8
2025-04-02,Organic Search,18,15
2025-04-02,Direct,10,8
2025-04-02,Social (Instagram),6,5
2025-04-02,Referral (Planity),5,4
2025-04-03,Organic Search,25,19
2025-04-03,Direct,16,13
2025-04-03,Social (Instagram),11,8
2025-04-03,Referral (Planity),8,6
2025-04-04,Organic Search,13,11
2025-04-04,Direct,6,5
2025-04-04,Social (Instagram),5,4
2025-04-04,Referral (Planity),4,3
2025-04-05,Organic Search,17,13
2025-04-05,Direct,8,6
2025-04-05,Social (Instagram),6,5
2025-04-05,Referral (Planity),4,4
2025-04-06,Organic Search,16,13
2025-04-06,Direct,8,6
2025-04-06,Social (Instagram),6,5
2025-04-06,Referral (Planity),4,3
2025-04-07,Organic Search,29,23
2025-04-07,Direct,14,11
2025-04-07,Social (Instagram),13,11
2025-04-07,Referral (Planity),9,8
2025-04-08,Organic Search,31,25
2025-04-08,Direct,15,11
2025-04-08,Social (Instagram),13,11
2025-04-08,Referral (Planity),9,7
2025-04-09,Organic Search,20,17
2025-04-09,Direct,10,9
2025-04-09,Social (Instagram),6,5
2025-04-09,Referral (Planity),5,4
2025-04-10,Organic Search,17,14
2025-04-10,Direct,8,6
2025-04-10,Social (Instagram),6,5
2025-04-10,Referral (Planity),4,3
2025-04-11,Organic Search,22,19
2025-04-11,Direct,13,10
2025-04-11,Social (Instagram),9,7
2025-04-11,Referral (Planity),7,6
2025-04-12,Organic Search,8,6
2025-04-12,Direct,5,4
2025-04-12,Social (Instagram),3,3
2025-04-12,Referral (Planity),3,2
2025-04-13,Organic Search,16,14
2025-04-13,Direct,8,7
2025-04-13,Social (Instagram),6,5
2025-04-13,Referral (Planity),5,4
2025-04-14,Organic Search,12,10
2025-04-14,Direct,7,6
2025-04-14,Social (Instagram),5,4
2025-04-14,Referral (Planity),3,2
2025-04-15,Organic Search,29,23
2025-04-15,Direct,13,11
2025-04-15,Social (Instagram),10,8
2025-04-15,Referral (Planity),7,6
2025-04-16,Organic Search,19,16
2025-04-16,Direct,11,10
2025-04-16,Social (Instagram),9,7
2025-04-16,Referral (Planity),8,7
2025-04-17,Organic Search,19,17
2025-04-17,Direct,10,9
2025-04-17,Social (Instagram),8,7
2025-04-17,Referral (Planity),5,4
2025-04-18,Organic Search,19,16
2025-04-18,Direct,10,8
2025-04-18,Social (Instagram),6,5
2025-04-18,Referral (Planity),4,3
2025-04-19,Organic Search,24,18
2025-04-19,Direct,14,11
2025-04-19,Social (Instagram),10,8
2025-04-19,Referral (Planity),4,3
2025-04-20,Organic Search,7,6
2025-04-20,Direct,4,3
2025-04-20,Social (Instagram),3,3
2025-04-20,Referral (Planity),1,1
2025-04-21,Organic Search,20,16
2025-04-21,Direct,9,8
2025-04-21,Social (Instagram),9,7
2025-04-21,Referral (Planity),4,4
2025-04-22,Organic Search,15,12
2025-04-22,Direct,12,10
2025-04-22,Social (Instagram),6,5
2025-04-22,Referral (Planity),5,4
2025-04-23,Organic Search,23,19
2025-04-23,Direct,11,9
2025-04-23,Social (Instagram),8,7
2025-04-23,Referral (Planity),6,5
2025-04-24,Organic Search,18,14
2025-04-24,Direct,10,9
2025-04-24,Social (Instagram),8,6
2025-04-24,Referral (Planity),4,3
2025-04-25,Organic Search,15,12
2025-04-25,Direct,7,6
2025-04-25,Social (Instagram),5,4
2025-04-25,Referral (Planity),3,3
2025-04-26,Organic Search,14,11
2025-04-26,Direct,7,6
2025-04-26,Social (Instagram),5,4
2025-04-26,Referral (Planity),3,2
2025-04-27,Organic Search,14,11
2025-04-27,Direct,5,4
2025-04-27,Social (Instagram),5,4
2025-04-27,Referral (Planity),3,3
2025-04-28,Organic Search,17,15
2025-04-28,Direct,11,10
2025-04-28,Social (Instagram),6,5
2025-04-28,Referral (Planity),4,3
2025-04-29,Organic Search,25,21
2025-04-29,Direct,12,9
2025-04-29,Social (Instagram),11,9
2025-04-29,Referral (Planity),7,6
2025-04-30,Organic Search,17,14
2025-04-30,Direct,10,8
2025-04-30,Social (Instagram),6,5
2025-04-30,Referral (Planity),4,3
2025-05-01,Organic Search,21,18
2025-05-01,Direct,10,8
2025-05-01,Social (Instagram),7,6
2025-05-01,Referral (Planity),5,4
2025-05-02,Organic Search,22,17
2025-05-02,Direct,10,8
2025-05-02,Social (Instagram),7,6
2025-05-02,Referral (Planity),5,4
2025-05-03,Organic Search,21,18
2025-05-03,Direct,13,10
2025-05-03,Social (Instagram),9,7
2025-05-03,Referral (Planity),6,5
2025-05-04,Organic Search,18,14
2025-05-04,Direct,9,7
2025-05-04,Social (Instagram),7,5
2025-05-04,Referral (Planity),5,4
2025-05-05,Organic Search,24,21
2025-05-05,Direct,16,14
2025-05-05,Social (Instagram),11,8
2025-05-05,Referral (Planity),10,8
2025-05-06,Organic Search,25,20
2025-05-06,Direct,13,10
2025-05-06,Social (Instagram),10,8
2025-05-06,Referral (Planity),8,7
2025-05-07,Organic Search,25,21
2025-05-07,Direct,13,11
2025-05-07,Social (Instagram),9,7
